MUNICIPIO;IDMUNICIPIO;GENERACION_TOTAL_KG;ANIO
ITAGUI;157.0;24272.17;2020
ITAGUI;157.0;22215.436;2021
ITAGUI;157.0;23522.631;2022
ITAGUI;157.0;24829.826;2023
ITAGUI;157.0;26137.021;2024
ITAGUI;157.0;27444.216;2025
JAMUNDI;158.0;115.0;2015
JAMUNDI;158.0;884.55;2016
JAMUNDI;158.0;429.0;2017
JAMUNDI;158.0;412.0;2019
JAMUNDI;158.0;384.2;2020
JAMUNDI;158.0;439.121;2021
JAMUNDI;158.0;437.502;2022
JAMUNDI;158.0;435.883;2023
JAMUNDI;158.0;434.264;2024
JAMUNDI;158.0;432.645;2025
JERICO;159.0;394.97;2017
JERICO;159.0;394.97;2021
JERICO;159.0;394.97;2022
JERICO;159.0;394.97;2023
JERICO;159.0;394.97;2024
JERICO;159.0;394.97;2025
LA APARTADA;160.0;16.97;2017
LA APARTADA;160.0;129.0;2019
LA APARTADA;160.0;241.03;2021
LA APARTADA;160.0;297.045;2022
LA APARTADA;160.0;353.06;2023
LA APARTADA;160.0;409.075;2024
LA APARTADA;160.0;465.09;2025
LA ARGENTINA;161.0;1.0;2019
LA ARGENTINA;161.0;1.0;2021
LA ARGENTINA;161.0;1.0;2022
LA ARGENTINA;161.0;1.0;2023
LA ARGENTINA;161.0;1.0;2024
LA ARGENTINA;161.0;1.0;2025
LA CALERA;162.0;963.71;2015
LA CALERA;162.0;3266.0;2016
LA CALERA;162.0;1354.0;2017
LA CALERA;162.0;1989.5;2019
LA CALERA;162.0;1515.5;2020
LA CALERA;162.0;1754.239;2021
LA CALERA;162.0;1736.599;2022
LA CALERA;162.0;1718.959;2023
LA CALERA;162.0;1701.319;2024
LA CALERA;162.0;1683.679;2025
LA CAPILLA;163.0;13.5;2019
LA CAPILLA;163.0;7.0;2020
LA CAPILLA;163.0;0.5;2021
LA CAPILLA;163.0;7.0;2022
LA CAPILLA;163.0;0.5;2023
LA CAPILLA;163.0;5.7;2024
LA CAPILLA;163.0;0.5;2025
LA CEJA;164.0;126.0;2015
LA CEJA;164.0;138.0;2016
LA CEJA;164.0;392.6;2019
LA CEJA;164.0;538.6;2020
LA CEJA;164.0;589.794;2021
LA CEJA;164.0;672.935;2022
LA CEJA;164.0;756.076;2023
LA CEJA;164.0;839.217;2024
LA CEJA;164.0;922.358;2025
LA CUMBRE;165.0;100.0;2017
LA CUMBRE;165.0;100.0;2021
LA CUMBRE;165.0;100.0;2022
LA CUMBRE;165.0;100.0;2023
LA CUMBRE;165.0;100.0;2024
LA CUMBRE;165.0;100.0;2025
LA DORADA;166.0;96.0;2015
LA DORADA;166.0;53.0;2016
LA DORADA;166.0;408.0;2017
LA DORADA;166.0;45.0;2019
LA DORADA;166.0;7.55;2020
LA DORADA;166.0;43.177;2021
LA DORADA;166.0;21.307;2022
LA DORADA;166.0;96.291;2023
LA DORADA;166.0;20.75;2024
LA DORADA;166.0;5.254;2025
LA ESTRELLA;167.0;1018.0;2015
LA ESTRELLA;167.0;3112.2200000000003;2016
LA ESTRELLA;167.0;4010.47;2017
LA ESTRELLA;167.0;3294.61;2019
LA ESTRELLA;167.0;1514.0;2020
LA ESTRELLA;167.0;2757.988;2021
LA ESTRELLA;167.0;2804.69;2022
LA ESTRELLA;167.0;2851.393;2023
LA ESTRELLA;167.0;2898.095;2024
LA ESTRELLA;167.0;2944.797;2025
LA GLORIA;168.0;23.0;2015
LA GLORIA;168.0;42.0;2016
LA GLORIA;168.0;143.0;2017
LA GLORIA;168.0;208.0;2019
LA GLORIA;168.0;399.0;2020
LA GLORIA;168.0;413.953;2021
LA GLORIA;168.0;483.663;2022
LA GLORIA;168.0;553.372;2023
LA GLORIA;168.0;623.081;2024
LA GLORIA;168.0;692.79;2025
LA JAGUA DE IBIRICO;169.0;5.0;2017
LA JAGUA DE IBIRICO;169.0;8.7;2020
LA JAGUA DE IBIRICO;169.0;9.933;2021
LA JAGUA DE IBIRICO;169.0;11.166;2022
LA JAGUA DE IBIRICO;169.0;12.399;2023
LA JAGUA DE IBIRICO;169.0;13.632;2024
LA JAGUA DE IBIRICO;169.0;14.865;2025
LA MESA;170.0;3.99;2015
LA MESA;170.0;2.0;2016
LA MESA;170.0;0.37;2017
LA MESA;170.0;3.14;2019
LA MESA;170.0;1.12;2020
LA MESA;170.0;1.164;2021
LA MESA;170.0;0.897;2022
LA MESA;170.0;0.63;2023
LA MESA;170.0;0.363;2024
LA MESA;170.0;0.097;2025
LA PINTADA;171.0;10.0;2015
LA PINTADA;171.0;9.6;2016
LA PINTADA;171.0;7.6;2021
LA PINTADA;171.0;7.2;2022
LA PINTADA;171.0;6.8;2023
LA PINTADA;171.0;6.4;2024
LA PINTADA;171.0;6.0;2025
LA PLATA;172.0;5.0;2016
LA PLATA;172.0;39.1;2017
LA PLATA;172.0;590.0;2019
LA PLATA;172.0;281.0;2020
LA PLATA;172.0;559.645;2021
LA PLATA;172.0;669.935;2022
LA PLATA;172.0;780.225;2023
LA PLATA;172.0;890.515;2024
LA PLATA;172.0;1000.805;2025
LA TEBAIDA;173.0;25.48;2019
LA TEBAIDA;173.0;148.0;2020
LA TEBAIDA;173.0;270.52;2021
LA TEBAIDA;173.0;393.04;2022
LA TEBAIDA;173.0;515.56;2023
LA TEBAIDA;173.0;638.08;2024
LA TEBAIDA;173.0;760.6;2025
LA UNION;174.0;90.01;2015
LA UNION;174.0;108.77;2016
LA UNION;174.0;81.57;2017
LA UNION;174.0;50.0;2019
LA UNION;174.0;52.2;2020
LA UNION;174.0;37.745;2021
LA UNION;174.0;26.977;2022
LA UNION;174.0;16.209;2023
LA UNION;174.0;5.441;2024
LA UNION;174.0;52.102;2025
LA VICTORIA;175.0;16.97;2017
LA VICTORIA;175.0;16.97;2021
LA VICTORIA;175.0;16.97;2022
LA VICTORIA;175.0;16.97;2023
LA VICTORIA;175.0;16.97;2024
LA VICTORIA;175.0;16.97;2025
LA VIRGINIA;176.0;10.0;2015
LA VIRGINIA;176.0;10.0;2016
LA VIRGINIA;176.0;105.41;2017
LA VIRGINIA;176.0;41.6;2019
LA VIRGINIA;176.0;4.0;2020
LA VIRGINIA;176.0;33.531;2021
LA VIRGINIA;176.0;33.345;2022
LA VIRGINIA;176.0;33.159;2023
LA VIRGINIA;176.0;32.972;2024
LA VIRGINIA;176.0;32.786;2025
LEBRIJA;177.0;19.8;2015
LEBRIJA;177.0;3.0;2016
LEBRIJA;177.0;4.0;2019
LEBRIJA;177.0;123.0;2020
LEBRIJA;177.0;90.876;2021
LEBRIJA;177.0;106.141;2022
LEBRIJA;177.0;121.406;2023
LEBRIJA;177.0;136.67;2024
LEBRIJA;177.0;151.935;2025
LENGUAZAQUE;178.0;925.0;2016
LENGUAZAQUE;178.0;230.0;2017
LENGUAZAQUE;178.0;3.0;2019
LENGUAZAQUE;178.0;386.0;2021
LENGUAZAQUE;178.0;54.22;2022
LENGUAZAQUE;178.0;319.644;2023
LENGUAZAQUE;178.0;66.217;2024
LENGUAZAQUE;178.0;7.734;2025
LERIDA;179.0;1.5;2017
LERIDA;179.0;1.5;2021
LERIDA;179.0;1.5;2022
LERIDA;179.0;1.5;2023
LERIDA;179.0;1.5;2024
LERIDA;179.0;1.5;2025
LETICIA;180.0;470.0;2015
LETICIA;180.0;64.99;2017
LETICIA;180.0;51.1;2019
LETICIA;180.0;195.363;2021
LETICIA;180.0;27.803;2022
LETICIA;180.0;161.851;2023
LETICIA;180.0;31.683;2024
LETICIA;180.0;2.757;2025
LIBANO;181.0;16.97;2017
LIBANO;181.0;16.97;2021
LIBANO;181.0;16.97;2022
LIBANO;181.0;16.97;2023
LIBANO;181.0;16.97;2024
LIBANO;181.0;16.97;2025
LORICA;182.0;16.97;2017
LORICA;182.0;16.97;2021
LORICA;182.0;16.97;2022
LORICA;182.0;16.97;2023
LORICA;182.0;16.97;2024
LORICA;182.0;16.97;2025
LOS PATIOS;183.0;80.9;2017
LOS PATIOS;183.0;80.9;2021
LOS PATIOS;183.0;80.9;2022
LOS PATIOS;183.0;80.9;2023
LOS PATIOS;183.0;80.9;2024
LOS PATIOS;183.0;80.9;2025
LURUACO;184.0;16.97;2017
LURUACO;184.0;16.97;2021
LURUACO;184.0;16.97;2022
LURUACO;184.0;16.97;2023
LURUACO;184.0;16.97;2024
LURUACO;184.0;16.97;2025
MACANAL;185.0;17.0;2016
MACANAL;185.0;17.0;2021
MACANAL;185.0;17.0;2022
MACANAL;185.0;17.0;2023
MACANAL;185.0;17.0;2024
MACANAL;185.0;17.0;2025
MACEO;186.0;16.97;2017
MACEO;186.0;16.97;2021
MACEO;186.0;16.97;2022
MACEO;186.0;16.97;2023
MACEO;186.0;16.97;2024
MACEO;186.0;16.97;2025
MADRID;187.0;54970.0;2015
MADRID;187.0;1130.06;2016
MADRID;187.0;2575.77;2017
MADRID;187.0;9028.6;2019
MADRID;187.0;655.6;2020
MADRID;187.0;13672.006;2021
MADRID;187.0;13672.006;2022
MADRID;187.0;1103.197;2023
MADRID;187.0;12100.905;2024
MADRID;187.0;961.291;2025
MAGANGUE;188.0;50.91;2017
MAGANGUE;188.0;50.91;2021
MAGANGUE;188.0;50.91;2022
MAGANGUE;188.0;50.91;2023
MAGANGUE;188.0;50.91;2024
MAGANGUE;188.0;50.91;2025
MAHATES;189.0;34.0;2015
MAHATES;189.0;34.0;2021
MAHATES;189.0;34.0;2022
MAHATES;189.0;34.0;2023
MAHATES;189.0;34.0;2024
MAHATES;189.0;34.0;2025
MAICAO;190.0;70.0;2020
MAICAO;190.0;70.0;2021
MAICAO;190.0;70.0;2022
MAICAO;190.0;70.0;2023
MAICAO;190.0;70.0;2024
MAICAO;190.0;70.0;2025
MALAGA;191.0;31.2;2019
MALAGA;191.0;31.2;2021
MALAGA;191.0;31.2;2022
MALAGA;191.0;31.2;2023
MALAGA;191.0;31.2;2024
MALAGA;191.0;31.2;2025
MALAMBO;192.0;1413.07;2015
MALAMBO;192.0;4844.9;2016
MALAMBO;192.0;2065.93;2017
MALAMBO;192.0;8899.96;2019
MALAMBO;192.0;4379.4;2020
MALAMBO;192.0;7381.861;2021
MALAMBO;192.0;8232.197;2022
MALAMBO;192.0;9082.533;2023
MALAMBO;192.0;9932.869;2024
MALAMBO;192.0;10783.205;2025
MANAURE;193.0;490.0;2020
MANAURE;193.0;490.0;2021
MANAURE;193.0;490.0;2022
MANAURE;193.0;490.0;2023
MANAURE;193.0;490.0;2024
MANAURE;193.0;490.0;2025
MANI;194.0;41.0;2016
MANI;194.0;16.97;2017
MANI;194.0;19.11;2019
MANI;194.0;11.5;2020
MANI;194.0;5.087;2021
MANI;194.0;18.733;2022
MANI;194.0;4.762;2023
MANI;194.0;1.117;2024
MANI;194.0;14.785;2025
MANIZALES;195.0;10853.31;2015
MANIZALES;195.0;10207.93;2016
MANIZALES;195.0;7277.97;2017
MANIZALES;195.0;22684.86;2019
MANIZALES;195.0;30177.65;2020
MANIZALES;195.0;31207.016;2021
MANIZALES;195.0;35364.425;2022
MANIZALES;195.0;39521.834;2023
MANIZALES;195.0;43679.243;2024
MANIZALES;195.0;47836.652;2025
MANZANARES;196.0;205.0;2016
MANZANARES;196.0;205.0;2021
MANZANARES;196.0;205.0;2022
MANZANARES;196.0;205.0;2023
MANZANARES;196.0;205.0;2024
MANZANARES;196.0;205.0;2025
MARIA LA BAJA;197.0;16.97;2017
MARIA LA BAJA;197.0;69.0;2019
MARIA LA BAJA;197.0;121.03;2021
MARIA LA BAJA;197.0;147.045;2022
MARIA LA BAJA;197.0;173.06;2023
MARIA LA BAJA;197.0;199.075;2024
MARIA LA BAJA;197.0;225.09;2025
MARINILLA;198.0;350.0;2015
MARINILLA;198.0;183.0;2016
MARINILLA;198.0;348.0;2019
MARINILLA;198.0;2091.0;2020
MARINILLA;198.0;1690.059;2021
MARINILLA;198.0;1960.647;2022
MARINILLA;198.0;2231.235;2023
MARINILLA;198.0;2501.823;2024
MARINILLA;198.0;2772.411;2025
MARIQUITA;199.0;452.8;2015
MARIQUITA;199.0;452.8;2021
MARIQUITA;199.0;452.8;2022
MARIQUITA;199.0;452.8;2023
MARIQUITA;199.0;452.8;2024
MARIQUITA;199.0;452.8;2025
MARSELLA;200.0;11.5;2016
MARSELLA;200.0;4.5;2019
MARSELLA;200.0;8.0;2021
MARSELLA;200.0;5.237;2022
MARSELLA;200.0;4.408;2023
MARSELLA;200.0;3.579;2024
MARSELLA;200.0;2.75;2025
MEDELLIN;201.0;33471.77;2015
MEDELLIN;201.0;40018.88;2016
MEDELLIN;201.0;41584.36;2017
MEDELLIN;201.0;99552.5;2019
MEDELLIN;201.0;141710.27;2020
MEDELLIN;201.0;149701.149;2021
MEDELLIN;201.0;171488.258;2022
MEDELLIN;201.0;193275.367;2023
MEDELLIN;201.0;215062.476;2024
MEDELLIN;201.0;236849.585;2025
MELGAR;202.0;6.92;2017
MELGAR;202.0;53.2;2019
MELGAR;202.0;1.54;2020
MELGAR;202.0;24.68;2021
MELGAR;202.0;26.449;2022
MELGAR;202.0;28.217;2023
MELGAR;202.0;29.986;2024
MELGAR;202.0;31.754;2025
MIRAFLORES;203.0;3.7;2016
MIRAFLORES;203.0;3.7;2021
MIRAFLORES;203.0;3.7;2022
MIRAFLORES;203.0;3.7;2023
MIRAFLORES;203.0;3.7;2024
MIRAFLORES;203.0;3.7;2025
MIRANDA;204.0;683.5;2015
MIRANDA;204.0;957.1;2016
MIRANDA;204.0;682.0;2017
MIRANDA;204.0;90.0;2020
MIRANDA;204.0;16.264;2021
MIRANDA;204.0;485.773;2022
MIRANDA;204.0;59.397;2023
MIRANDA;204.0;424.862;2024
MIRANDA;204.0;56.588;2025
MITU;205.0;30.0;2017
MITU;205.0;76.25;2020
MITU;205.0;91.667;2021
MITU;205.0;107.084;2022
MITU;205.0;122.501;2023
MITU;205.0;137.918;2024
MITU;205.0;153.335;2025
MOCOA;206.0;104.0;2016
MOCOA;206.0;695.0;2017
MOCOA;206.0;840.75;2019
MOCOA;206.0;60.0;2020
MOCOA;206.0;442.262;2021
MOCOA;206.0;448.037;2022
MOCOA;206.0;453.812;2023
MOCOA;206.0;459.587;2024
MOCOA;206.0;465.362;2025
MONTECRISTO;207.0;16.97;2017
MONTECRISTO;207.0;16.97;2021
MONTECRISTO;207.0;16.97;2022
MONTECRISTO;207.0;16.97;2023
MONTECRISTO;207.0;16.97;2024
MONTECRISTO;207.0;16.97;2025
MONTELIBANO;208.0;925.6;2015
MONTELIBANO;208.0;1168.9;2016
MONTELIBANO;208.0;1082.57;2017
MONTELIBANO;208.0;742.0;2019
MONTELIBANO;208.0;146.85;2020
MONTELIBANO;208.0;243.48;2021
MONTELIBANO;208.0;85.229;2022
MONTELIBANO;208.0;627.804;2023
MONTELIBANO;208.0;81.197;2024
MONTELIBANO;208.0;567.07;2025
MONTENEGRO;209.0;2.0;2016
MONTENEGRO;209.0;64.0;2020
MONTENEGRO;209.0;79.5;2021
MONTENEGRO;209.0;95.0;2022
MONTENEGRO;209.0;110.5;2023
MONTENEGRO;209.0;126.0;2024
MONTENEGRO;209.0;141.5;2025
MONTERIA;210.0;764.6;2015
MONTERIA;210.0;739.4;2016
MONTERIA;210.0;3901.06;2017
MONTERIA;210.0;1246.6;2019
MONTERIA;210.0;10913.35;2020
MONTERIA;210.0;8942.021;2021
MONTERIA;210.0;10450.082;2022
MONTERIA;210.0;11958.143;2023
MONTERIA;210.0;13466.204;2024
MONTERIA;210.0;14974.265;2025
MONTERREY;211.0;16.97;2017
MONTERREY;211.0;114.0;2019
MONTERREY;211.0;10.0;2020
MONTERREY;211.0;58.515;2021
MONTERREY;211.0;63.454;2022
MONTERREY;211.0;68.393;2023
MONTERREY;211.0;73.332;2024
MONTERREY;211.0;78.271;2025
MOSQUERA;212.0;2418.43;2015
MOSQUERA;212.0;3582.76;2016
MOSQUERA;212.0;7624.6;2017
MOSQUERA;212.0;6723.95;2019
MOSQUERA;212.0;6463.0;2020
MOSQUERA;212.0;8228.354;2021
MOSQUERA;212.0;9024.411;2022
MOSQUERA;212.0;9820.468;2023
MOSQUERA;212.0;10616.525;2024
MOSQUERA;212.0;11412.582;2025
MUZO;213.0;75.0;2017
MUZO;213.0;15.0;2020
MUZO;213.0;45.0;2021
MUZO;213.0;17.308;2022
MUZO;213.0;6.923;2023
MUZO;213.0;31.846;2024
MUZO;213.0;4.476;2025
NECHI;214.0;16.97;2017
NECHI;214.0;16.97;2021
NECHI;214.0;16.97;2022
NECHI;214.0;16.97;2023
NECHI;214.0;16.97;2024
NECHI;214.0;16.97;2025
NEIRA;215.0;280.0;2017
NEIRA;215.0;280.0;2021
NEIRA;215.0;280.0;2022
NEIRA;215.0;280.0;2023
NEIRA;215.0;280.0;2024
NEIRA;215.0;280.0;2025
NEIVA;216.0;469.5;2015
NEIVA;216.0;851.0;2016
NEIVA;216.0;3432.76;2017
NEIVA;216.0;40363.9;2019
NEIVA;216.0;15796.13;2020
NEIVA;216.0;33523.306;2021
NEIVA;216.0;39451.264;2022
NEIVA;216.0;45379.222;2023
NEIVA;216.0;51307.18;2024
NEIVA;216.0;57235.138;2025
NEMOCON;217.0;19.5;2016
NEMOCON;217.0;135.0;2017
NEMOCON;217.0;29.3;2020
NEMOCON;217.0;40.446;2021
NEMOCON;217.0;34.2;2022
NEMOCON;217.0;27.954;2023
NEMOCON;217.0;21.708;2024
NEMOCON;217.0;15.462;2025
NILO;218.0;340.35;2016
NILO;218.0;255.47;2017
NILO;218.0;151.65;2019
NILO;218.0;13.0;2020
NILO;218.0;190.118;2021
NILO;218.0;40.178;2022
NILO;218.0;165.128;2023
NILO;218.0;36.503;2024
NILO;218.0;6.491;2025
NOBSA;219.0;2878.0;2015
NOBSA;219.0;2035.0;2016
NOBSA;219.0;7905.0;2017
NOBSA;219.0;5525.7;2019
NOBSA;219.0;11566.3;2020
NOBSA;219.0;11422.877;2021
NOBSA;219.0;12934.232;2022
NOBSA;219.0;14445.586;2023
NOBSA;219.0;15956.941;2024
NOBSA;219.0;17468.296;2025
NORCASIA;220.0;249.5;2015
NORCASIA;220.0;442.5;2016
NORCASIA;220.0;1259.5;2017
NORCASIA;220.0;908.4;2019
NORCASIA;220.0;1487.394;2021
NORCASIA;220.0;1669.14;2022
NORCASIA;220.0;1850.886;2023
NORCASIA;220.0;2032.631;2024
NORCASIA;220.0;2214.377;2025
OBANDO;221.0;16.97;2017
OBANDO;221.0;16.97;2021
OBANDO;221.0;16.97;2022
OBANDO;221.0;16.97;2023
OBANDO;221.0;16.97;2024
OBANDO;221.0;16.97;2025
OCANA;222.0;6.0;2015
OCANA;222.0;14.0;2016
OCANA;222.0;2.3;2017
OCANA;222.0;3520.0;2019
OCANA;222.0;3141.0;2020
OCANA;222.0;4217.43;2021
OCANA;222.0;5017.644;2022
OCANA;222.0;5817.858;2023
OCANA;222.0;6618.072;2024
OCANA;222.0;7418.286;2025
ORITO;223.0;9.0;2015
ORITO;223.0;30.0;2017
ORITO;223.0;44.0;2019
ORITO;223.0;179.2;2020
ORITO;223.0;156.098;2021
ORITO;223.0;183.959;2022
ORITO;223.0;211.82;2023
ORITO;223.0;239.681;2024
ORITO;223.0;267.542;2025
OROCUE;224.0;26.0;2016
OROCUE;224.0;514.2;2017
OROCUE;224.0;278.0;2019
OROCUE;224.0;474.871;2021
OROCUE;224.0;530.0;2022
OROCUE;224.0;585.128;2023
OROCUE;224.0;640.257;2024
OROCUE;224.0;695.385;2025
OVEJAS;225.0;3.0;2019
OVEJAS;225.0;3.0;2021
OVEJAS;225.0;3.0;2022
OVEJAS;225.0;3.0;2023
OVEJAS;225.0;3.0;2024
OVEJAS;225.0;3.0;2025
PACHO;226.0;10.0;2015
PACHO;226.0;10.0;2021
PACHO;226.0;10.0;2022
PACHO;226.0;10.0;2023
PACHO;226.0;10.0;2024
PACHO;226.0;10.0;2025
PAIPA;227.0;1105.0;2015
PAIPA;227.0;3154.0;2016
PAIPA;227.0;856.2;2017
PAIPA;227.0;2006.62;2019
PAIPA;227.0;137.5;2020
PAIPA;227.0;647.727;2021
PAIPA;227.0;424.356;2022
PAIPA;227.0;200.984;2023
PAIPA;227.0;1066.548;2024
PAIPA;227.0;189.816;2025
PALERMO;228.0;16.97;2017
PALERMO;228.0;93.0;2019
PALERMO;228.0;293.0;2020
PALERMO;228.0;331.015;2021
PALERMO;228.0;415.311;2022
PALERMO;228.0;499.608;2023
PALERMO;228.0;583.904;2024
PALERMO;228.0;668.201;2025
PALMIRA;229.0;2183.8;2015
PALMIRA;229.0;6552.15;2016
PALMIRA;229.0;7818.639999999999;2017
PALMIRA;229.0;4052.86;2019
PALMIRA;229.0;7734.22;2020
PALMIRA;229.0;7562.931;2021
PALMIRA;229.0;8089.208;2022
PALMIRA;229.0;8615.485;2023
PALMIRA;229.0;9141.762;2024
PALMIRA;229.0;9668.039;2025
PAMPLONA;230.0;3.5;2017
PAMPLONA;230.0;78.0;2019
PAMPLONA;230.0;112.0;2020
PAMPLONA;230.0;149.25;2021
PAMPLONA;230.0;185.571;2022
PAMPLONA;230.0;221.893;2023
PAMPLONA;230.0;258.214;2024
PAMPLONA;230.0;294.536;2025
PASCA;231.0;1.1;2015
PASCA;231.0;1.4;2016
PASCA;231.0;1.4;2017
PASCA;231.0;0.9;2019
PASCA;231.0;1.8;2020
PASCA;231.0;1.521;2021
PASCA;231.0;1.577;2022
PASCA;231.0;1.633;2023
PASCA;231.0;1.689;2024
PASCA;231.0;1.745;2025
PASTO;232.0;16434.66;2015
PASTO;232.0;17229.0;2016
PASTO;232.0;9840.7;2017
PASTO;232.0;5017.97;2019
PASTO;232.0;43866.0;2020
PASTO;232.0;29901.447;2021
PASTO;232.0;33074.72;2022
PASTO;232.0;36247.992;2023
PASTO;232.0;39421.265;2024
PASTO;232.0;42594.537;2025
PATIA;233.0;3.9;2019
PATIA;233.0;3.9;2021
PATIA;233.0;3.9;2022
PATIA;233.0;3.9;2023
PATIA;233.0;3.9;2024
PATIA;233.0;3.9;2025
PAZ DE ARIPORO;234.0;39.0;2015
PAZ DE ARIPORO;234.0;37.0;2016
PAZ DE ARIPORO;234.0;54.97;2017
PAZ DE ARIPORO;234.0;26.0;2019
PAZ DE ARIPORO;234.0;27.703;2021
PAZ DE ARIPORO;234.0;24.988;2022
PAZ DE ARIPORO;234.0;22.273;2023
PAZ DE ARIPORO;234.0;19.558;2024
PAZ DE ARIPORO;234.0;16.843;2025
PAZ DE RIO;235.0;16.5;2017
PAZ DE RIO;235.0;43.8;2019
PAZ DE RIO;235.0;27.5;2020
PAZ DE RIO;235.0;41.15;2021
PAZ DE RIO;235.0;46.243;2022
PAZ DE RIO;235.0;51.336;2023
PAZ DE RIO;235.0;56.429;2024
PAZ DE RIO;235.0;61.522;2025
PEREIRA;236.0;11577.11;2015
PEREIRA;236.0;97940.22;2016
PEREIRA;236.0;12522.51;2017
PEREIRA;236.0;71414.3;2019
PEREIRA;236.0;62936.81;2020
PEREIRA;236.0;73880.373;2021
PEREIRA;236.0;80158.758;2022
PEREIRA;236.0;86437.142;2023
PEREIRA;236.0;92715.526;2024
PEREIRA;236.0;98993.91;2025
PESCA;237.0;0.6;2017
PESCA;237.0;99.25;2019
PESCA;237.0;230.0;2020
PESCA;237.0;279.325;2021
PESCA;237.0;351.914;2022
PESCA;237.0;424.503;2023
PESCA;237.0;497.092;2024
PESCA;237.0;569.681;2025
PIAMONTE;238.0;319.0;2019
PIAMONTE;238.0;319.0;2021
PIAMONTE;238.0;319.0;2022
PIAMONTE;238.0;319.0;2023
PIAMONTE;238.0;319.0;2024
PIAMONTE;238.0;319.0;2025
PIEDECUESTA;239.0;0.0;2015
PIEDECUESTA;239.0;105.12;2016
PIEDECUESTA;239.0;148.32;2017
PIEDECUESTA;239.0;102.4;2019
PIEDECUESTA;239.0;180.585;2021
PIEDECUESTA;239.0;202.144;2022
PIEDECUESTA;239.0;223.703;2023
PIEDECUESTA;239.0;245.262;2024
