MUNICIPIO;ANNO;Coefficients;Mean squared error;Variance score;
SAN JUAN DE RIOSECO;2021;[0.];0;1;100
SAN JUAN DE RIOSECO;2022;[0.];0;1;100
SAN JUAN DE RIOSECO;2024;[0.];0;1;100
SAN JUAN DE RIOSECO;2025;[0.];0;1;100
SAN LUIS DE SINCE;2021;[0.];0;1;100
SAN LUIS DE SINCE;2022;[0.];0;1;100
SAN LUIS DE SINCE;2023;[0.];0;1;100
SAN LUIS DE SINCE;2024;[0.];0;1;100
SAN LUIS DE SINCE;2025;[0.];0;1;100
SAN MARCOS;2021;[0.];0;1;100
SAN MARCOS;2022;[0.];0;1;100
SAN MARCOS;2023;[0.];0;1;100
SAN MARCOS;2024;[0.];0;1;100
SAN MARCOS;2025;[0.];0;1;100
SAN MARTIN;2021;[0.];0;1;100
SAN MARTIN;2022;[0.];0;1;100
SAN MARTIN;2023;[0.];0;1;100
SAN MARTIN;2024;[0.];0;1;100
SAN MARTIN;2025;[0.];0;1;100
SAN ONOFRE;2021;[0.];0;1;100
SAN ONOFRE;2022;[0.];0;1;100
SAN ONOFRE;2023;[0.];0;1;100
SAN ONOFRE;2024;[0.];0;1;100
SAN ONOFRE;2025;[0.];0;1;100
SAN PEDRO;2021;[-18.01976744];15108.02;0.17;17
SAN PEDRO;2022;[-18.01975];12590.02;0.21;21
SAN PEDRO;2023;[-18.0197637];10791.44;0.25;25
SAN PEDRO;2024;[-18.01978556];9442.51;0.3;30
SAN PEDRO;2025;[-18.01980833];8393.34;0.36;36
SAN PEDRO DE LOS MILAGROS;2021;[13.003];31.64;0.93;93
SAN PEDRO DE LOS MILAGROS;2022;[13.00306977];25.31;0.96;96
SAN PEDRO DE LOS MILAGROS;2023;[13.00308696];21.09;0.97;97
SAN PEDRO DE LOS MILAGROS;2024;[13.00308696];18.08;0.98;98
SAN PEDRO DE LOS MILAGROS;2025;[13.00308108];15.82;0.99;99
SAN RAFAEL;2021;[174.40697674];925248.75;0.2;20
SAN RAFAEL;2022;[174.40696429];771040.63;0.26;26
SAN RAFAEL;2023;[174.40696233];660891.97;0.32;32
SAN RAFAEL;2024;[174.40696391];578280.47;0.38;38
SAN RAFAEL;2025;[174.40696667];514027.09;0.44;44
SAN ROQUE;2021;[1.08769231];21.76;0.24;24
SAN ROQUE;2022;[1.08764706];16.32;0.34;34
SAN ROQUE;2023;[1.08767164];13.06;0.43;43
SAN ROQUE;2025;[1.08767819];9.33;0.5;50
SAN ROQUE;2024;[1.08770815];10.88;0.51;51
SAN SEBASTIAN DE MARIQUITA;2022;[-5.03808824];107.24;0.5;50
SAN SEBASTIAN DE MARIQUITA;2023;[-5.03808209];85.79;0.61;61
SAN SEBASTIAN DE MARIQUITA;2024;[-5.03807296];71.49;0.7;70
SAN SEBASTIAN DE MARIQUITA;2025;[-5.03806383];61.28;0.76;76
SAN SEBASTIAN DE MARIQUITA;2021;[-9.88230769];4.69;0.98;98
SAN VICENTE DE CHUCURI;2021;[0.];0;1;100
SAN VICENTE DE CHUCURI;2022;[0.];0;1;100
SAN VICENTE DE CHUCURI;2023;[0.];0;1;100
SAN VICENTE DE CHUCURI;2024;[0.];0;1;100
SAN VICENTE DE CHUCURI;2025;[0.];0;1;100
SANTA ANA;2021;[0.];0;1;100
SANTA ANA;2022;[0.];0;1;100
SANTA ANA;2023;[0.];0;1;100
SANTA ANA;2024;[0.];0;1;100
SANTA ANA;2025;[0.];0;1;100
SANTA FE DE ANTIOQUIA;2024;[-8.68505797];1475.4;0.32;32
SANTA FE DE ANTIOQUIA;2022;[-12.76162791];1786.37;0.34;34
SANTA FE DE ANTIOQUIA;2025;[-8.68503153];1290.98;0.39;39
SANTA FE DE ANTIOQUIA;2023;[-12.76167702];1488.64;0.43;43
SANTA FE DE ANTIOQUIA;2021;[-21.95];1728.75;0.51;51
SANTA MARTA;2021;[5.81069767];1207790.8;0.6;60
SANTA MARTA;2022;[5.81075];1006492.33;0.6;60
SANTA MARTA;2023;[5.8107911];862707.71;0.6;60
SANTA MARTA;2024;[5.81082378];754869.25;0.6;60
SANTA MARTA;2025;[5.81085];670994.89;0.6;60
SANTA ROSA DE CABAL;2021;[8.59872093];10479.18;0.12;12
SANTA ROSA DE CABAL;2022;[8.59867857];8732.65;0.14;14
SANTA ROSA DE CABAL;2023;[8.59868836];7485.13;0.16;16
SANTA ROSA DE CABAL;2024;[8.59871338];6549.49;0.18;18
SANTA ROSA DE CABAL;2025;[8.5986875];5821.77;0.2;20
SANTA ROSA DE OSOS;2021;[-1.481];3.09;0.64;64
SANTA ROSA DE OSOS;2022;[-1.48093023];2.47;0.75;75
SANTA ROSA DE OSOS;2023;[-1.48091304];2.06;0.83;83
SANTA ROSA DE OSOS;2024;[-1.48091304];1.77;0.87;87
SANTA ROSA DE OSOS;2025;[-1.48091892];1.55;0.91;91
SANTA ROSALIA;2021;[0.];0;1;100
SANTA ROSALIA;2022;[0.];0;1;100
SANTA ROSALIA;2023;[0.];0;1;100
SANTA ROSALIA;2024;[0.];0;1;100
SANTA ROSALIA;2025;[0.];0;1;100
SANTANDER DE QUILICHAO;2021;[-161.04534884];111958.66;0.54;54
SANTANDER DE QUILICHAO;2025;[-118.51927917];107000.64;0.54;54
SANTANDER DE QUILICHAO;2022;[-161.04532143];93298.88;0.56;56
SANTANDER DE QUILICHAO;2023;[-161.04528425];79970.47;0.66;66
SANTANDER DE QUILICHAO;2024;[-161.04531423];69974.16;0.73;73
SANTO DOMINGO;2021;[19.95];280.29;0.69;69
SANTO DOMINGO;2022;[19.95];210.22;0.81;81
SANTO DOMINGO;2023;[19.95];168.18;0.88;88
SANTO DOMINGO;2024;[19.95];140.15;0.92;92
SANTO DOMINGO;2025;[19.95];120.13;0.94;94
SANTO TOMAS;2021;[0.];0;1;100
SANTO TOMAS;2022;[0.];0;1;100
SANTO TOMAS;2023;[0.];0;1;100
SANTO TOMAS;2024;[0.];0;1;100
SANTO TOMAS;2025;[0.];0;1;100
SARAVENA;2021;[78.19651163];27669.23;0.53;53
SARAVENA;2022;[78.19646429];23057.69;0.55;55
SARAVENA;2023;[78.19648973];19763.73;0.65;65
SARAVENA;2024;[78.19646921];17293.27;0.72;72
SARAVENA;2025;[78.1964875];15371.79;0.78;78
SASAIMA;2024;[-0.4338];1.28;0.33;33
SASAIMA;2022;[-0.8675];1.51;0.35;35
SASAIMA;2025;[-0.43377143];1.07;0.44;44
SASAIMA;2023;[-0.8675];1.13;0.55;55
SASAIMA;2021;[-3.47];0;1;100
SEGOVIA;2021;[0.];0;1;100
SEGOVIA;2022;[0.];0;1;100
SEGOVIA;2023;[0.];0;1;100
SEGOVIA;2024;[0.];0;1;100
SEGOVIA;2025;[0.];0;1;100
SESQUILE;2021;[6.05744186];5557.8;0.12;12
SESQUILE;2022;[6.05746429];4631.5;0.14;14
SESQUILE;2023;[6.05743493];3969.86;0.15;15
SESQUILE;2024;[6.0574586];3473.63;0.17;17
SESQUILE;2025;[6.05744583];3087.67;0.2;20
SEVILLA;2022;[-12.17564655];3153.56;0.28;28
SEVILLA;2024;[-8.25706897];2520.63;0.28;28
SEVILLA;2025;[-8.2570579];2205.55;0.34;34
SEVILLA;2023;[-12.17566102];2627.97;0.37;37
SEVILLA;2021;[-32.28285714];2522;0.57;57
SIACHOQUE;2021;[0.];0;1;100
SIACHOQUE;2022;[0.];0;1;100
SIACHOQUE;2023;[0.];0;1;100
SIACHOQUE;2024;[0.];0;1;100
SIACHOQUE;2025;[0.];0;1;100
SIBATE;2022;[-334.43057143];4242200.14;0.21;21
SIBATE;2023;[-334.43054795];3636171.55;0.25;25
SIBATE;2025;[-246.119975];3021333.49;0.25;25
SIBATE;2021;[-544.42186047];4697366.13;0.28;28
SIBATE;2024;[-334.43056688];3181650.1;0.31;31
SILVANIA;2021;[0.];0;1;100
SILVANIA;2022;[0.];0;1;100
SILVANIA;2023;[2.71025827e-30];0;1;100
SILVANIA;2024;[0.];0;1;100
SILVANIA;2025;[0.];0;1;100
SIMIJACA;2021;[7.5];0;1;100
SIMIJACA;2022;[7.5];0;1;100
SIMIJACA;2023;[7.5];0;1;100
SIMIJACA;2024;[7.5];0;1;100
SIMIJACA;2025;[7.5];0;1;100
SINCELEJO;2021;[-219.59686047];16729721.23;0.11;11
SINCELEJO;2022;[-219.59689286];13941434.35;0.12;12
SINCELEJO;2023;[-219.59691438];11949800.88;0.12;12
SINCELEJO;2024;[-219.59692994];10456075.77;0.13;13
SINCELEJO;2025;[-219.59694167];9294289.57;0.14;14
SITIONUEVO;2021;[48.5];133.39;0.92;92
SITIONUEVO;2022;[48.50006024];100.04;0.99;99
SITIONUEVO;2023;[48.5000567];80.03;1;100
SITIONUEVO;2024;[48.50005172];66.69;1;100
SITIONUEVO;2025;[48.50004676];57.17;1;100
SOACHA;2021;[6969.00418605];11859228.72;0.93;93
SOACHA;2022;[6969.00417857];9882690.6;0.96;96
SOACHA;2023;[6969.00416096];8470877.65;0.97;97
SOACHA;2024;[6969.00414225];7412017.95;0.98;98
SOACHA;2025;[6969.004125];6588460.4;0.98;98
SOATA;2021;[642.1];0;1;100
SOATA;2022;[642.1];0;1;100
SOATA;2023;[642.1];0;1;100
SOATA;2024;[642.1];0;1;100
SOATA;2025;[642.1];0;1;100
SOCHA;2024;[-3.625];89.36;0.33;33
SOCHA;2022;[-7.25];105.12;0.35;35
SOCHA;2025;[-3.625];74.46;0.44;44
SOCHA;2023;[-7.25];78.84;0.55;55
SOCHA;2021;[-29.];0;1;100
SOCORRO;2022;[-12.49625];1249.25;0.35;35
SOCORRO;2025;[-8.52688235];816.42;0.44;44
SOCORRO;2023;[-12.49628814];936.94;0.48;48
SOCORRO;2024;[-12.49626724];749.55;0.5;50
SOCORRO;2021;[-49.985];0;1;100
SOCOTA;2021;[0.];0;1;100
SOCOTA;2022;[0.];0;1;100
SOCOTA;2023;[0.];0;1;100
SOCOTA;2024;[0.];0;1;100
SOCOTA;2025;[0.];0;1;100
SOGAMOSO;2021;[232.74174419];1956478.33;0.19;19
SOGAMOSO;2022;[232.74171429];1630398.61;0.23;23
SOGAMOSO;2023;[232.74172603];1397484.52;0.29;29
SOGAMOSO;2024;[232.74174947];1222798.96;0.35;35
SOGAMOSO;2025;[232.741775];1086932.41;0.41;41
SOLEDAD;2021;[614.4255814];51793604.36;0.12;12
SOLEDAD;2022;[614.42557143];43161336.97;0.14;14
SOLEDAD;2023;[614.42560274];36995431.69;0.16;16
SOLEDAD;2024;[614.42557749];32371002.73;0.18;18
SOLEDAD;2025;[614.4255875];28774224.65;0.2;20
SONSON;2021;[114.41830508];55310.7;0.57;57
SONSON;2022;[114.41825];44248.56;0.58;58
SONSON;2023;[114.41820588];36873.8;0.67;67
SONSON;2024;[114.41817066];31606.12;0.74;74
SONSON;2025;[114.41814258];27655.35;0.79;79
SOPO;2021;[46.74];68472.09;0.2;20
SOPO;2022;[46.74];57060.08;0.25;25
SOPO;2023;[46.74];48908.64;0.31;31
SOPO;2024;[46.74];42795.06;0.37;37
SOPO;2025;[46.74];38040.05;0.44;44
SUAREZ;2021;[0.];0;1;100
SUAREZ;2022;[0.];0;1;100
SUAREZ;2023;[0.];0;1;100
SUAREZ;2024;[0.];0;1;100
SUAREZ;2025;[0.];0;1;100
SUBACHOQUE;2025;[-2.09190164];41.36;0.45;45
SUBACHOQUE;2023;[-3.125];42.84;0.5;50
SUBACHOQUE;2024;[-3.125];35.7;0.52;52
SUBACHOQUE;2021;[-5.28571429];38.1;0.53;53
SUBACHOQUE;2022;[-5.28571429];28.57;0.68;68
SUESCA;2025;[-70.95562917];142861.77;0.34;34
SUESCA;2023;[-96.41526712];163033.66;0.35;35
SUESCA;2024;[-96.41527389];142654.46;0.42;42
SUESCA;2022;[-143.63907143];158551.08;0.48;48
SUESCA;2021;[-233.83104651];117712.79;0.62;62
SUPATA;2025;[-6.87711261];327.3;0.5;50
SUPATA;2022;[-9.68023256];309.71;0.51;51
SUPATA;2023;[-9.68025466];258.09;0.62;62
SUPATA;2024;[-9.68024275];221.22;0.7;70
SUPATA;2021;[-16.65];97.02;0.88;88
TABIO;2021;[-1.5];84.5;0.12;12
TABIO;2022;[-1.5];63.38;0.26;26
TABIO;2023;[-1.5];50.7;0.36;36
TABIO;2024;[-1.5];42.25;0.44;44
TABIO;2025;[-1.5];36.21;0.51;51
TAME;2021;[600.];0;1;100
TAME;2022;[600.];0;1;100
TAME;2023;[600.];0;1;100
TAME;2024;[600.];0;1;100
TAME;2025;[600.];0;1;100
TAMESIS;2021;[-3.78214286];928.25;0.12;12
TAMESIS;2022;[-3.78214286];696.19;0.14;14
TAMESIS;2023;[-3.78212162];556.95;0.17;17
TAMESIS;2024;[-3.7821];464.13;0.21;21
TAMESIS;2025;[-3.78208197];397.82;0.25;25
TANGUA;2021;[0.];0;1;100
TANGUA;2022;[0.];0;1;100
TANGUA;2023;[0.];0;1;100
TANGUA;2024;[0.];0;1;100
TANGUA;2025;[0.];0;1;100
TARAZA;2021;[0.];0;1;100
TARAZA;2022;[0.];0;1;100
TARAZA;2023;[0.];0;1;100
TARAZA;2024;[0.];0;1;100
TARAZA;2025;[0.];0;1;100
TAURAMENA;2021;[15.06976744];23.42;0.97;97
TAURAMENA;2022;[15.06975];19.52;0.98;98
TAURAMENA;2023;[15.0697637];16.73;0.99;99
TAURAMENA;2024;[15.06978556];14.64;0.99;99
TAURAMENA;2025;[15.06980833];13.01;0.99;99
TAUSA;2024;[-60.75];25095.83;0.33;33
TAUSA;2022;[-121.5];29524.5;0.35;35
TAUSA;2025;[-60.75];20913.19;0.44;44
TAUSA;2023;[-121.5];22143.38;0.55;55
TAUSA;2021;[-486.];0;1;100
TELLO;2021;[0.5];0;1;100
TELLO;2022;[0.5];0;1;100
TELLO;2023;[0.5];0;1;100
TELLO;2024;[0.5];0;1;100
TELLO;2025;[0.5];0;1;100
TENA;2025;[4.32253231e-31];0;0.6;60
TENA;2021;[0.];0;1;100
TENA;2022;[0.];0;1;100
TENA;2023;[0.];0;1;100
TENA;2024;[0.];0;1;100
TENJO;2021;[-188.26418605];1385346.69;0.18;18
TENJO;2022;[-188.26417857];1154455.57;0.23;23
TENJO;2023;[-188.26416096];989533.35;0.28;28
TENJO;2024;[-188.26414225];865841.68;0.33;33
TENJO;2025;[-188.264125];769637.05;0.39;39
TESALIA;2021;[20.89285714];178.15;0.79;79
TESALIA;2022;[20.89283051];133.61;0.92;92
TESALIA;2023;[20.89284615];106.89;0.96;96
TESALIA;2024;[20.89286441];89.07;0.97;97
TESALIA;2025;[20.89288144];76.35;0.98;98
TIBACUY;2021;[0.41692308];0.05;0.91;91
TIBACUY;2022;[0.41691176];0.04;0.95;95
TIBACUY;2023;[0.41691791];0.03;0.97;97
TIBACUY;2024;[0.41692704];0.02;0.98;98
TIBACUY;2025;[0.41693617];0.02;0.99;99
TIBASOSA;2021;[130.];6422.22;0.64;64
TIBASOSA;2022;[129.99993976];4816.67;0.95;95
TIBASOSA;2023;[129.9999433];3853.33;0.97;97
TIBASOSA;2024;[129.99994828];3211.11;0.98;98
TIBASOSA;2025;[129.99995324];2752.38;0.99;99
TIBU;2021;[0.];0;1;100
TIBU;2022;[0.];0;1;100
TIBU;2023;[0.];0;1;100
TIBU;2024;[0.];0;1;100
TIBU;2025;[0.];0;1;100
TIERRALTA;2021;[-80.21];27403.4;0.37;37
TIERRALTA;2025;[-53.02016495];19844.79;0.53;53
TIERRALTA;2024;[-53.02016949];23152.25;0.54;54
TIERRALTA;2022;[-80.21];20552.55;0.54;54
TIERRALTA;2023;[-80.21];16442.04;0.67;67
TIMANA;2021;[0.];0;1;100
TIMANA;2022;[0.];0;1;100
TIMANA;2023;[0.];0;1;100
TIMANA;2024;[0.];0;1;100
TIMANA;2025;[0.];0;1;100
TIMBIO;2021;[0.];0;1;100
TIMBIO;2022;[0.];0;1;100
TIMBIO;2023;[0.];0;1;100
TIMBIO;2024;[0.];0;1;100
TIMBIO;2025;[0.];0;1;100
TOCA;2022;[-4.50373134];517.48;0.27;27
TOCA;2023;[-4.50375904];431.24;0.35;35
TOCA;2024;[-4.50378641];369.63;0.42;42
TOCA;2021;[-8.62142857];522.6;0.43;43
TOCA;2025;[-4.50381132];323.43;0.48;48
TOCANCIPA;2021;[386.48593023];35418838.01;0.11;11
TOCANCIPA;2022;[386.48589286];29515698.34;0.12;12
TOCANCIPA;2023;[386.48588699];25299170.01;0.13;13
TOCANCIPA;2024;[386.48589172];22136773.76;0.15;15
TOCANCIPA;2025;[386.4859];19677132.23;0.16;16
TOLEDO;2024;[-6.16415517];812.9;0.38;38
TOLEDO;2022;[-9.08943966];928.88;0.39;39
TOLEDO;2025;[-6.16412833];711.28;0.45;45
TOLEDO;2023;[-9.08948305];774.07;0.51;51
TOLEDO;2021;[-24.1];369.76;0.77;77
TOLU VIEJO;2022;[-24.75107143];77189.56;0.14;14
TOLU VIEJO;2023;[-24.75103846];57892.17;0.16;16
TOLU VIEJO;2024;[-24.75102577];46313.73;0.19;19
TOLU VIEJO;2025;[-24.75101869];38594.78;0.22;22
TOLU VIEJO;2021;[-693.03];0;1;100
TRINIDAD;2021;[0.];0;1;100
TRINIDAD;2022;[0.];0;1;100
TRINIDAD;2023;[0.];0;1;100
TRINIDAD;2024;[0.];0;1;100
TRINIDAD;2025;[0.];0;1;100
TRUJILLO;2021;[0.];0;1;100
TRUJILLO;2022;[0.];0;1;100
TRUJILLO;2023;[0.];0;1;100
TRUJILLO;2024;[0.];0;1;100
TRUJILLO;2025;[0.];0;1;100
TULUA;2022;[45.92475];1790802.4;0.11;11
TULUA;2023;[45.9247637];1534973.49;0.11;11
TULUA;2024;[45.92478556];1343101.8;0.11;11
TULUA;2025;[45.92480833];1193868.27;0.12;12
TULUA;2021;[45.92476744];2148962.88;0.13;13
TUMACO;2021;[0.];0;1;100
TUMACO;2022;[0.];0;1;100
TUMACO;2023;[0.];0;1;100
TUMACO;2024;[0.];0;1;100
TUMACO;2025;[0.];0;1;100
TUNJA;2021;[939.91988372];7138047.2;0.4;40
TUNJA;2022;[939.91992857];5948372.67;0.51;51
TUNJA;2023;[939.91995205];5098605.14;0.51;51
TUNJA;2024;[939.91996603];4461279.5;0.59;59
TUNJA;2025;[939.919975];3965581.78;0.66;66
TUNUNGUA;2021;[0.6];0;1;100
TUNUNGUA;2022;[0.6];0;1;100
TUNUNGUA;2023;[0.6];0;1;100
TUNUNGUA;2024;[0.6];0;1;100
TUNUNGUA;2025;[0.6];0;1;100
TUQUERRES;2021;[4.93846154];320.05;0.28;28
TUQUERRES;2022;[4.93842857];240.04;0.36;36
TUQUERRES;2023;[4.93848113];192.03;0.45;45
TUQUERRES;2025;[4.93849013];137.16;0.52;52
TUQUERRES;2024;[4.93845946];160.03;0.54;54
TURBACO;2025;[-3.18862705];151.25;0.35;35
TURBACO;2023;[-4.76351351];176.73;0.38;38
TURBACO;2024;[-4.76348571];147.28;0.47;47
TURBACO;2022;[-8.05714286];162.87;0.57;57
TURBACO;2021;[-15.10714286];51.48;0.87;87
TURBANA;2021;[-10.28571429];2392.6;0.16;16
TURBANA;2022;[-10.28571429];1794.45;0.21;21
TURBANA;2023;[-10.28575676];1435.56;0.28;28
TURBANA;2024;[-10.2858];1196.3;0.36;36
TURBANA;2025;[-10.28583607];1025.4;0.44;44
TURBO;2021;[-15.38142857];37843.29;0.12;12
TURBO;2022;[-15.38146269];30274.64;0.14;14
TURBO;2023;[-15.38143373];25228.86;0.16;16
TURBO;2024;[-15.38145874];21624.74;0.18;18
TURBO;2025;[-15.38144654];18921.65;0.21;21
UBATE;2021;[0.];0;1;100
UBATE;2022;[0.];0;1;100
UBATE;2023;[0.];0;1;100
UBATE;2024;[0.];0;1;100
UBATE;2025;[0.];0;1;100
UNE;2021;[3.05813953];17.79;0.64;64
UNE;2022;[3.05810714];14.82;0.75;75
UNE;2023;[3.05808562];12.71;0.81;81
UNE;2024;[3.05807006];11.12;0.86;86
UNE;2025;[3.05805833];9.88;0.89;89
URRAO;2021;[3.08333333];0;1;100
URRAO;2022;[3.08326923];0;1;100
URRAO;2023;[3.08321429];0;1;100
URRAO;2024;[3.08316981];0;1;100
URRAO;2025;[3.08313514];0;1;100
VALDIVIA;2021;[0.];0;1;100
VALDIVIA;2022;[0.];0;1;100
VALDIVIA;2023;[0.];0;1;100
VALDIVIA;2024;[0.];0;1;100
VALDIVIA;2025;[0.];0;1;100
VALLEDUPAR;2021;[177.90162791];16832.44;0.87;87
VALLEDUPAR;2022;[177.90164286];14027.03;0.91;91
VALLEDUPAR;2023;[177.90167808];12023.17;0.94;94
VALLEDUPAR;2024;[177.90164968];10520.27;0.96;96
VALLEDUPAR;2025;[177.90165417];9351.35;0.97;97
VALPARAISO;2021;[0.];0;1;100
VALPARAISO;2022;[0.];0;1;100
VALPARAISO;2023;[0.];0;1;100
VALPARAISO;2024;[0.];0;1;100
VALPARAISO;2025;[0.];0;1;100
VELEZ;2022;[-55.3];46713.63;0.33;33
VELEZ;2025;[-40.69731667];36425.01;0.39;39
VELEZ;2023;[-55.3];40040.25;0.41;41
VELEZ;2021;[-90.02325581];45303.26;0.48;48
VELEZ;2024;[-55.3];35035.22;0.5;50
VENTAQUEMADA;2021;[0.];0;1;100
VENTAQUEMADA;2022;[0.];0;1;100
VENTAQUEMADA;2023;[0.];0;1;100
VENTAQUEMADA;2024;[0.];0;1;100
VENTAQUEMADA;2025;[0.];0;1;100
VERSALLES;2021;[-0.50714286];0.07;0.85;85
VERSALLES;2022;[-0.50716949];0.05;0.95;95
VERSALLES;2023;[-0.50715385];0.04;0.97;97
VERSALLES;2024;[-0.50713559];0.03;0.98;98
VERSALLES;2025;[-0.50711856];0.03;0.99;99
VIJES;2021;[0.];0;1;100
VIJES;2022;[0.];0;1;100
VIJES;2023;[0.];0;1;100
VIJES;2024;[0.];0;1;100
VIJES;2025;[0.];0;1;100
VILLA DE SAN DIEGO DE UBATE;2025;[-5.68888739];201.34;0.53;53
VILLA DE SAN DIEGO DE UBATE;2024;[-5.68890942];230.1;0.54;54
VILLA DE SAN DIEGO DE UBATE;2022;[-8.35923256];202.35;0.54;54
VILLA DE SAN DIEGO DE UBATE;2023;[-8.35925466];168.62;0.65;65
VILLA DE SAN DIEGO DE UBATE;2021;[-14.378];36.59;0.93;93
VILLA RICA;2022;[-47.83];1412722.02;0.11;11
VILLA RICA;2023;[-47.83];1210904.59;0.11;11
VILLA RICA;2021;[-47.83];1695266.42;0.12;12
VILLA RICA;2024;[-47.83];1059541.51;0.12;12
VILLA RICA;2025;[-47.83];941814.68;0.12;12
VILLAMARIA;2021;[1307.65];0;1;100
VILLAMARIA;2022;[1307.65];0;1;100
VILLAMARIA;2023;[1307.65];0;1;100
VILLAMARIA;2024;[1307.65];0;1;100
VILLAMARIA;2025;[1307.65];0;1;100
VILLANUEVA;2021;[60.18325581];4791.7;0.72;72
VILLANUEVA;2022;[60.18328571];3993.08;0.81;81
VILLANUEVA;2023;[60.18327397];3422.64;0.86;86
VILLANUEVA;2024;[60.18325053];2994.81;0.9;90
VILLANUEVA;2025;[60.183225];2662.06;0.92;92
VILLAPINZON;2021;[0.34615385];0.32;0.52;52
VILLAPINZON;2022;[0.34615385];0.24;0.74;74
VILLAPINZON;2023;[0.34613978];0.19;0.82;82
VILLAPINZON;2024;[0.346125];0.16;0.87;87
VILLAPINZON;2025;[0.34611111];0.14;0.9;90
VILLAVICENCIO;2021;[4224.03267442];30465886.87;0.67;67
VILLAVICENCIO;2022;[4224.03271429];25388239.06;0.77;77
VILLAVICENCIO;2023;[4224.03275342];21761347.76;0.83;83
VILLAVICENCIO;2024;[4224.03272187];19041179.29;0.87;87
VILLAVICENCIO;2025;[4224.03272083];16925492.71;0.9;90
VILLETA;2024;[-36.03831847];77256.54;0.21;21
VILLETA;2025;[-36.03832917];68672.48;0.24;24
VILLETA;2023;[-50.8640137];83799.4;0.26;26
VILLETA;2022;[-75.777];88956.09;0.33;33
VILLETA;2021;[-123.35790698];86556.29;0.48;48
VITERBO;2021;[0.7];0;1;100
VITERBO;2022;[0.7];0;1;100
VITERBO;2023;[0.7];0;1;100
VITERBO;2024;[0.7];0;1;100
VITERBO;2025;[0.7];0;1;100
YARUMAL;2021;[0.];0;1;100
YARUMAL;2022;[0.];0;1;100
YARUMAL;2023;[-2.16820662e-29];0;1;100
YARUMAL;2024;[0.];0;1;100
YARUMAL;2025;[0.];0;1;100
YONDO;2024;[-306.60484076];4975482.37;0.22;22
YONDO;2025;[-306.6048625];4422651;0.26;26
YONDO;2023;[-432.73808219];5360997.49;0.27;27
YONDO;2022;[-644.69142857];5616822.71;0.36;36
YONDO;2021;[-1049.49767442];5278726.6;0.52;52
YOPAL;2021;[-77.68116279];100178.39;0.27;27
YOPAL;2022;[-77.68114286];83481.99;0.35;35
YOPAL;2023;[-77.68112329];71555.99;0.43;43
YOPAL;2025;[-77.68109167];55654.66;0.5;50
YOPAL;2024;[-77.68110616];62611.49;0.51;51
YOTOCO;2021;[0.];0;1;100
YOTOCO;2022;[0.];0;1;100
YOTOCO;2023;[0.];0;1;100
YOTOCO;2024;[0.];0;1;100
YOTOCO;2025;[0.];0;1;100
YUMBO;2021;[1815.85348837];28362570.62;0.39;39
YUMBO;2022;[1815.85353571];23635475.51;0.5;50
YUMBO;2023;[1815.85351027];20258979.01;0.5;50
YUMBO;2024;[1815.85353079];17726606.64;0.58;58
YUMBO;2025;[1815.8535125];15756983.68;0.65;65
ZARAGOZA;2021;[0.];0;1;100
ZARAGOZA;2022;[0.];0;1;100
ZARAGOZA;2023;[0.];0;1;100
ZARAGOZA;2024;[0.];0;1;100
ZARAGOZA;2025;[0.];0;1;100
ZARZAL;2025;[-177.92295417];862751.39;0.35;35
ZARZAL;2023;[-241.76369863];979437.59;0.36;36
ZARZAL;2024;[-241.76371125];857007.89;0.43;43
ZARZAL;2022;[-360.17857143];943641.52;0.5;50
ZARZAL;2021;[-586.3372093];676207.85;0.64;64
ZIPAQUIRA;2021;[1.16906977];15307.08;0.6;60
ZIPAQUIRA;2022;[1.16910714];12755.9;0.6;60
ZIPAQUIRA;2023;[1.16911301];10933.63;0.6;60
ZIPAQUIRA;2024;[1.16910828];9566.93;0.6;60
ZIPAQUIRA;2025;[1.1691];8503.93;0.6;60
ZONA BA 1ERA;2021;[0.];0;1;100
ZONA BA 1ERA;2022;[0.];0;1;100
ZONA BA 1ERA;2023;[1.38765224e-27];0;1;100
ZONA BA 1ERA;2024;[0.];0;1;100
ZONA BA 1ERA;2025;[0.];0;1;100
;;;;0.702738928;70.27389277
